Lead_Hip_FE,Lead_Knee_FE,Lead_Ankle_FE,Lead_Hip_VV,Lead_Knee_VV,Lead_Hip_IE,Lead_Knee_IE,Lead_Pelvis_Ant,Lead_Pelvis_Olb,Lead_Pelvis_IE,Trail_Hip_FE,Trail_Knee_FE,Trail_Ankle_FE,Trail_Hip_VV,Trail_Knee_VV,Trail_Hip_IE,Trail_Knee_IE,Trail_Pelvis_Ant,Trail_Pelvis_Olb,Trail_Pelvis_IE
35.449228622623785,25.94792970989857,5.795331878371293,-8.250359765276858,0.5670615752543291,-9.242029998448317,16.43758267761315,21.061119208530645,-6.086427553843,4.7016322691437065,26.458541488811463,21.824064558867637,19.111452560387647,7.678082219141409,-1.2788703567544792,6.767516257144668,7.017851731561706,21.76689061618942,2.567619493770698,5.4444725536299625
35.48535848269957,26.57150041767604,7.378874890443671,-7.962691493524538,0.8997203348185249,-8.735690335274324,16.8448635057381,21.283973658965333,-5.784957291168031,4.767236635487462,26.355440558036214,21.925566678488217,19.296100821377514,7.657001620173787,-1.2784990167351993,6.65816804523628,6.99349472100958,21.75729387026593,2.5178111663507208,5.428341362297251
35.54588715887829,27.167850371392053,8.771174292315134,-7.639519365050956,1.2182455082353767,-8.236667990018178,17.1239081020672,21.502924556028137,-5.468060664015922,4.802337900272358,26.228077502317014,21.994168464699257,19.46962333541793,7.615153181716016,-1.2880083771431827,6.549754240880338,6.960387816614434,21.74903482333561,2.4486464101237684,5.41659204545795
35.625945389488884,27.736585957786517,9.988130368785733,-7.288438069818993,1.5134154528711636,-7.762459813362907,17.292965016084327,21.717205332468303,-5.143017572833567,4.809897042237856,26.075275104856168,22.02972110569845,19.631985080750365,7.556858299001924,-1.306155195106713,6.44648709730042,6.9199834106458,21.74114104346792,2.363448103061592,5.409915450827924
35.71954827002362,28.27625257756457,11.048016097458747,-6.917696022716262,1.7760339399769154,-7.3301001204936895,17.374864358070543,21.92639781931605,-4.817109933215123,4.794138613052141,25.896784380713022,22.033288316563542,19.783401791731,7.486660795547675,-1.331723111616801,6.351688202071108,6.873981219605381,21.73279351551129,2.2657304135111693,5.408702747989373
35.81976982402047,28.784236595879257,11.970127930390692,-6.535977966478836,1.997480838867589,-6.955503306885004,17.394778553076357,22.130411840841827,-4.497363584838623,4.760428869235535,25.69331307942854,22.00714188510785,19.92439062583696,7.408915737456222,-1.3635324791851433,6.267545199499506,6.824235277195197,21.723377050575472,2.1589583225342137,5.413076450089448
35.91895381851246,29.25645952859701,12.772647849701292,-6.151703426481625,2.170235794935197,-6.65238633362719,17.377605546081448,22.329393322574,-4.190068629504558,4.71483515635548,25.466486233033315,21.95466628481247,20.055814755196945,7.327390881911981,-1.4004022611087033,6.194951469868537,6.772670025276183,21.712511556553064,2.046342735934986,5.422957686515187
36.00910894881114,29.687700310324715,13.47182394841082,-5.772742131375997,2.2886148293665576,-6.431218489240389,17.345600523021837,22.52363977796538,-3.90059601684574,4.663748351004856,25.218750188792363,21.88022766724244,20.178903917880955,7.245098453777389,-1.4411269334680736,6.133558291005265,6.7211659108158415,21.700041148675226,1.930738707343029,5.438078968325002
36.08212180232378,30.07167038804887,14.08129119978535,-5.406052483402283,2.3490833623979235,-6.298789205879356,17.316851529932805,22.713511381079563,-3.633192016131268,4.613529526865152,24.953245238052464,21.78904292536264,20.29527207400884,7.164192271213345,-1.4844770453685208,6.081873193800537,6.671474206289501,21.68599591680144,1.8145625439147937,5.45800053594391
36.13020232178842,30.40153245581691,14.611765680494528,-5.057443978388628,2.350840168722873,-6.257251711094023,17.303842610371156,22.899352589786915,-3.390927061020966,4.570054730310557,24.67362246489632,21.686979287310628,20.40691305317343,7.085960061276255,-1.5291762664744002,6.037478838567208,6.625154917971207,21.67053529796524,1.699770862147932,5.4821343255694135
36.14614731527522,30.67031272724533,15.071211815183124,-4.731440086935569,2.295920584612128,-6.304127312535587,17.312735656099782,23.08140457151332,-3.1756706502650465,4.538419151750234,24.38383777995171,21.580336889929946,20.51615539564382,7.011044289189374,-1.5739074820673835,5.997421139321725,6.583492881957379,21.653871280155503,1.5879398805137943,5.509720427146204
36.12355699481567,30.871351181387883,15.465286369714402,-4.431330807017347,2.189054094998959,-6.432492707790392,17.34401114349452,23.259782020392105,-2.9882915406691657,4.522721467528475,24.08797216009476,21.47567131701624,20.625620218936263,6.939665605088839,-1.6173352276790134,5.958565987054921,6.547426664120492,21.636196374948536,1.4803379730418218,5.539805554527571
36.057156955883215,30.998891880803285,15.797698759889505,-4.159147828482917,2.0376173264417714,-6.63115044866422,17.39226317821165,23.43441410161265,-2.8287278825324838,4.525801486247074,23.79002417598732,21.37957523815125,20.738164259132912,6.8718804536823175,-1.6581254849211966,5.917988268067208,6.517489365431674,21.61760847681724,1.3780232295221773,5.571239841597331
35.942785088997724,31.04831130279613,16.07088000128325,-3.9158288722864767,1.8509354198486303,-6.885714938377255,17.44800188367293,23.605049445842187,-2.696233145704693,4.549230454351583,23.4937372319446,21.298472857238615,20.856800422032222,6.807889369230881,-1.6949745397893603,5.873380082150722,6.493701236256593,21.59805677089744,1.2819704504608471,5.60266532143944
35.7774977064272,31.01645680489101,16.286480655606702,-3.701417159967287,1.639776266373658,-7.179382698869655,17.498658226454165,23.771282950377,-2.5895906088061644,4.59334510415472,23.20249493677635,21.23848541629519,20.9846248367538,6.748215522508611,-1.7266358399933204,5.823307173523391,6.475495287051954,21.577318197966047,1.1931376335149646,5.632529383745244
35.55955171336329,30.901804152109456,16.44580694585544,-3.515130524189497,1.4155683624120974,-7.4941620740915535,17.530273190859546,23.932563465491505,-2.507240183343861,4.657241231661795,22.919221444721465,21.20529369645149,21.124738142941773,6.693825346692584,-1.7519387084975946,5.767411520473051,6.461654456208288,21.55498276327461,1.1125132450244166,5.659117881481845
35.28824653305834,30.70436747656992,16.550213985025223,-3.355661785926728,1.1896200816265814,-7.812055815735803,17.529120086325328,24.0882731614409,-2.447509952908096,4.739064980126006,22.64631557060093,21.20400196957761,21.280143047845566,6.646195331267935,-1.7697884933022183,5.706581702280444,6.45021890918561,21.530467573363897,1.041149903094987,5.6805974827587615
34.96389616079754,30.425736201224133,16.6013493415514,-3.2212357972066448,0.9724378395026352,-8.116043234452224,17.482870846727955,24.237762812523798,-2.408668128049916,4.836126755965891,22.38567624234519,21.239099869191072,21.45364874386409,6.607183347345194,-1.7791447946822216,5.642900523971486,6.438484566954495,21.503068048533827,0.9801131670429868,5.6950870826667455
34.5876386931783,30.06882273017294,16.60129423984393,-3.109806653251959,0.7730123110083762,-8.391237465493427,17.38208032308929,24.380438781561416,-2.389044130827802,4.945190366209074,22.138726412437244,21.314444478916624,21.64777376370045,6.578880874615585,-1.7789979864216523,5.57954552055638,6.423077065513072,21.471998744393797,0.9304212057430142,5.700723296202787
34.16130817050296,29.637657597384877,16.552619551794795,-3.0191471501367686,0.5984601098616602,-8.625380170841055,17.22052961649963,24.515798328532245,-2.3870379862297666,5.062705273238798,21.906454857275083,21.433233404859354,21.864631277276978,6.563426791794592,-1.768317330301386,5.52067247363299,6.400047830890777,21.43645232782713,0.892975592480596,5.695725072593707
33.68740263520484,29.137287073871743,16.458417669703582,-2.9469368305033528,0.453581209290628,-8.809554863708236,16.995913092662697,24.64350474351236,-2.4011415844530504,5.1850385740564615,21.689507988329105,21.59804057024409,22.1058234222565,6.562740665623816,-1.745991346245114,5.471140182537042,6.365111649020571,21.39567118447525,0.8684588183728164,5.678460946097596
33.16888130719101,28.573395263983656,16.32218629206356,-2.8908298134411465,0.3409101259425638,-8.938188057738303,16.70958623472182,24.7634066961918,-2.429909584204286,5.308694019855196,21.488272134475277,21.810889256177354,22.372357879790936,6.578322997608074,-1.7107848734842583,5.436221200979263,6.314006359302127,21.34899196136701,0.857257368000836,5.647493747209885
32.609182419099284,27.95227065086159,16.147816540194935,-2.848495495466765,0.2606443538688129,-9.009203232884662,16.366329468125922,24.875565495738677,-2.471932728996244,5.430467271218382,21.30293351329431,22.07328326684648,22.66457222883056,6.611097239609076,-1.6612907628832077,5.421340554189112,6.242875131040213,21.29588858463154,0.8594096552181014,5.601620796406669
32.01211488936217,27.28056795651037,15.939455586759523,-2.817645484880451,0.2109985357246902,-9.023628591561698,15.973625666054128,24.98025585454186,-2.5257946037607657,5.547588233682941,21.133549842106305,22.386249306841744,22.982078099925594,6.661268257366714,-1.5959088389247162,5.4317049865107725,6.148742734172944,21.23601606975997,0.8745657981079977,5.539910141010089
31.381777802592644,26.56517009538578,15.701444412153029,-2.796041965439277,0.1885560101112256,-8.985134953598498,15.540865920554614,25.077936769063516,-2.590037699609272,5.657761848520937,20.98009759302605,22.750405532099155,23.323757453870154,6.728318543157565,-1.512876822222631,5.471973335274607,6.029990689183168,21.16921876439518,0.9020074002552464,5.461712663394656
30.72251611692542,25.813092889595502,15.438231898680373,-2.781510171202825,0.1886452136015138,-8.89968637005052,15.078602395617802,25.169235462271292,-2.663121821430584,5.759242297599913,20.842476975117982,23.16596463391688,23.68777350083014,6.81105311400039,-1.4103094826456952,5.545985097620895,5.886717086066055,21.09553058734077,0.9406952587186812,5.366679950338363
30.03878510125822,25.031322233851267,15.154307646680058,-2.7719212199485304,0.2059885585496772,-8.77455806545824,14.597506251614874,25.2548765355214,-2.7434200248682776,5.850760577621783,20.720497984583137,23.63269880941629,24.071601250799453,6.907674151390609,-1.2862962673533933,5.656424817664823,5.721044228196342,21.01517393142117,0.9893380348979172,5.254789225345797
29.33506046160893,24.22670617590731,14.854149166862632,-2.7652109298947782,0.2350294929187711,-8.618080499692633,14.107936397036596,25.33565314164109,-2.829197499024042,5.931519252906267,20.61386464765543,24.14994644554032,24.472115161780657,7.015955900427679,-1.139059044267491,5.804576359171328,5.53720367306592,20.92853341983594,1.046499477208466,5.126344535871063
28.615695851476097,23.40581412672208,14.542174458704508,-2.7593554965150537,0.2705277352762002,-8.438729689803896,13.619086136158746,25.41234936652276,-2.9186216553233217,6.001101319812027,20.522127548597904,24.716570301888822,24.885691499001307,7.133433749369894,-0.967101086613529,5.990213142477861,5.341331416090245,20.83612067660049,1.1107134455068983,4.981976057899918
27.884819189901965,22.574847778349337,14.222722693883815,-2.7523952592317564,0.3078031346831547,-8.244757610064584,13.138880162738166,25.485707543887838,-3.009796884699135,6.059371912080254,20.44460379253184,25.330852784840925,25.30830785429804,7.257593950332348,-0.7694132627210515,6.211442957185776,5.14115796081836,20.73853757283545,1.180606777373071,4.822651085121813
27.146187099591923,21.73948410618276,13.899993059332871,-2.742449851900667,0.3430794204330373,-8.04380740220547,12.673653064219664,25.55637391753716,-3.1007834128002925,6.106410668303778,20.380315473812608,25.99044554889425,25.7356781130918,7.386093527952845,-0.5456929884219031,6.464712240012313,4.945454282266462,20.63642906447186,1.2550219915580034,4.649659953382333
26.40310371668641,20.90484968625147,13.578054949385187,-2.727726458046686,0.3736314795096687,-7.842398153811958,12.228134194781916,25.62486160868726,-3.189654993593426,6.142400126753958,20.327944723283725,26.69234242499371,26.16340167759633,7.5169291797409725,-0.296473801491692,6.745026137828093,4.763233187770583,20.5304360621346,1.333101217913637,4.464580382132408
25.65836993141388,20.075465810113133,13.2607991539387,-2.706578099416128,0.3977710350088134,-7.646034831214867,11.805682620085667,25.691541316328312,-3.274550490420664,6.167562923106486,20.285765284808527,27.432805163968293,26.58709186674006,7.648567530757395,-0.0232482235311333,7.046143248156243,4.603040615722947,20.421152795410627,1.4143561246687388,4.2692512546416586
24.9142260527209,19.25524088922411,12.951897912517849,-2.6775166505094505,0.4148770215807742,-7.458900215603433,11.408293928960711,25.7566038754626,-3.353726876603805,6.182081452475787,20.251601844049723,28.207323915624052,27.002520726963457,7.780060918111341,0.2714504934364815,7.3608927911757664,4.472189269025576,20.30909376207336,1.498720326445599,4.065732371771577
24.172399672170904,18.44757524739612,12.654836650768772,-2.639275573612868,0.4251814768919817,-7.28400312092459,11.037053277381206,25.82007924343752,-3.425614509845871,6.1860620019853245,20.222852697883667,29.01066682782848,27.40575344414696,7.9110407848246735,0.584156252204517,7.681687333051812,4.376084144950025,20.19467841452829,1.5865199688839766,3.8562380060759
23.434132005733566,17.65541379431179,12.372797877742553,-2.590820382209856,0.4296231926613512,-7.123275222662336,10.692122530485218,25.881809986787715,-3.4888635883142576,6.179476146656482,20.19651177185866,29.83691739163577,27.79325017344336,8.04164423841651,0.9106278999599926,8.000942779581278,4.317863372763865,20.078228193987066,1.6784165921073495,3.643086649080431
22.70027315213361,16.881423812197966,12.108720518401087,-2.531379849066082,0.4295913846657462,-6.977675568179737,10.373145413958811,25.941477352628784,-3.5423677686066632,6.162156182174314,20.169246155612417,30.67956799891288,28.16195534963716,8.172405731104764,1.2460842037708697,8.311535830421374,4.298189833874806,19.959988800423467,1.7753257179381958,3.42863929239686
21.97138306512958,16.12814472199441,11.865246267009002,-2.460473480160517,0.4266926301485824,-6.847434466826762,10.079303242933609,25.99859817988601,-3.585303668173771,6.133772390742471,20.137549186693303,31.53171491547723,28.509366267614155,8.304059969073812,1.5855712819457224,8.607319316780622,4.315213057510841,19.84017215024661,1.8782735035905904,3.215216026996989
21.24781726006756,15.398101309569224,11.644660306396272,-2.377839937364988,0.4225525132046808,-6.732091431415303,9.809388932577278,26.05253321239279,-3.6170906536042295,6.093833701774,20.09790216290668,32.38628951439767,28.83352894690795,8.437321850965759,1.924331045612962,8.883414979491425,4.364969927708852,19.71899766852305,1.988249294657937,3.0050333092998374
20.52986725238931,14.694003605462507,11.4489791518076,-2.283479041056336,0.4186053603525566,-6.630789792633479,9.562041287144334,26.102518940568743,-3.637412474571191,6.041710807686576,20.046956101934946,33.23630938914471,29.133015501662943,8.57271220412807,2.2581376829744064,9.13644062007614,4.441816832310883,19.596738688643832,2.1060832153464784,2.800138258836668
19.817816616497105,14.018785303821298,11.279816993077336,-2.1775466153616803,0.4159642850721144,-6.54221057131152,9.335617414410992,26.1476686177586,-3.64615426005289,5.976647566752822,19.98178221368364,34.07525009306414,29.406868163278773,8.710388579886317,2.5836384934457803,9.364693609802634,4.538901009369574,19.473767527122085,2.232307277295358,2.602316165816523
19.112027449324557,13.375667989007258,11.13847493884886,-2.060317044882152,0.4153655582328792,-6.464692507400484,9.128394373933872,26.187021945389372,-3.643356174188791,5.897816834276654,19.900102330238376,34.89743981035912,29.65448790574203,8.850045382117637,2.898577440562429,9.56809984848684,4.648839503689521,19.35057807813436,2.367063193955854,2.413023509668263
18.412982929021634,12.76816606988281,11.025881474816757,-1.932131285341077,0.4171047236703267,-6.396277525507911,8.938564330999665,26.219563547084967,-3.629175237987575,5.804358411503092,19.800454226091578,35.6983583187189,29.875512302112373,8.990929533948776,3.2018641446040403,9.748034216002974,4.764264931083865,19.227791923139755,2.51008663912642,2.233339015173171
17.721312539105547,12.20000986829513,10.942580174033342,-1.7933257217119631,0.4210800377544593,-6.334571339692596,8.764321741559906,26.244284351151077,-3.603809818606364,5.695469139858076,19.682357008690808,36.47495308175383,30.0697059219492,9.131891745379562,3.4935648738234866,9.907102561221537,4.878256747927972,19.10615428512836,2.6607025167314418,2.063907478307594
17.03777405108989,11.675044537787004,10.888753750862517,-1.6442164196223186,0.4268659720668522,-6.276882347820033,8.603970261790383,26.26021049807614,-3.5674760420611413,5.57045485140861,19.546431207308864,37.22592652847278,30.236836459549288,9.271491735072942,3.7747632195774727,10.048782610318394,4.984766553232759,18.986507931717476,2.817863575136447,1.9049098751207665
16.363246958317276,11.197092589216483,10.864153456364374,-1.4850819451052877,0.433789515527626,-6.220065552656605,8.455993326405908,26.266470524814636,-3.520361529218016,5.428859360351561,19.394377624479866,37.95177766612795,30.37658634488859,9.40818774133472,4.0473042834856265,10.177052410643595,5.078842135876354,18.869759891305343,2.980263339374794,1.756066110320642
15.69868731208476,10.76980501052279,10.868136333398487,-1.3162114013967088,0.4410621632720882,-6.160695025730909,8.319182814809498,26.262331538058653,-3.462643075010432,5.270530003258674,19.22888388069428,38.65471515488169,30.48852843017936,9.540505932433996,4.313495780522931,10.296044347259622,5.156710281953181,18.756849860890892,3.1464441135761376,1.616655168218856
15.045065605875433,10.396492557663972,10.899613046846406,-1.13794791880036,0.4478965269981738,-6.095086080662433,8.192670885713657,26.247230467262693,-3.3944836352388363,5.095720897756775,19.053464910161505,39.33846636771015,30.572137135351277,9.667182536233186,4.5757883342447485,10.409703848346975,5.2158312157871904,18.648718135534462,3.3149066897216835,1.4855605713637052
14.403353737363716,10.0800365156634,10.957079834875312,-0.9508519361247249,0.4536214394528454,-6.019518970213301,8.07603113824024,26.22081782503714,-3.3161216036073213,4.9052012117843455,18.872140490358547,40.00781114679035,30.62685210630208,9.78733922455207,4.836457485462265,10.5215625614479,5.254777970058465,18.54626179081945,3.484259352485817,1.3613422779614868
13.7744245015728,9.822743620877043,11.038595385634064,-0.7557660197473902,0.4577824794532598,-5.930470448411052,7.969244766243918,26.18293449760991,-3.2279084125692625,4.700266981189633,18.689066458555228,40.66800157413249,30.65221004722967,9.90057793191275,5.097344206390756,10.634590096585244,5.273068873865251,18.450312325912883,3.653331055155351,1.2423256226344166
13.1590626896528,9.62635199873155,11.141831986360438,-0.5540616927402244,0.4602299665721814,-5.824940385842797,7.872716571194051,26.13362753041712,-3.130449797729318,4.482843162742663,18.508156330902136,41.32416474068464,30.64800009253244,10.00700868530707,5.359690470916448,10.75113755976123,5.271002360366804,18.36161926209533,3.821247354454266,1.1267039361039193
12.557932334459778,9.49205209870308,11.26412204138459,-0.3477313639482798,0.4611347156658974,-5.700832131467895,7.787172496037705,26.07310103323284,-3.024688320693637,4.255426264550096,18.332621090224247,41.98058357066493,30.61445204124684,10.107270486048128,5.624038773758651,10.872978926579604,5.249435289044064,18.280819515261182,3.9875059581758543,1.0126500232311313
11.971554532491606,9.420508127213342,11.402481280071104,-0.139544942121868,0.4610377200904056,-5.557209657759076,7.713571470366128,26.001681942496056,-2.9120051838608445,4.021080514814133,18.16456815661472,42.64005058110513,30.552446249462417,10.202440161701803,5.890215286824686,11.001350815708456,5.209595312099358,18.20842585061759,4.151994296158451,0.8984411090178881
11.400398677181062,9.412084810009713,11.553725049005497,0.0668221539454712,0.4607957889966615,-5.394771854269705,7.652938932463677,25.91977254457545,-2.794335293546363,3.783342844633117,18.004787309728712,43.30350469924557,30.463661044310253,10.293870058500254,6.157439946321506,11.137039603441885,5.152943415873715,18.1448373677913,4.3149495522417896,0.7825629893923881
10.844887789555226,9.466949120135824,11.71448395102929,0.2668573294466936,0.4615331104720672,-5.215843683628186,7.606226158448655,25.827792436189576,-2.674146864689047,3.5460906424874588,17.852573105441056,43.96976751220175,30.350691309468537,10.383027220831217,6.424471161869894,11.280467165602554,5.081043233808396,18.090324992575425,4.476905509078978,0.6637948211026747
10.305550799362257,9.585336412016444,11.881274894125571,0.4551594604908667,0.4645739669204759,-5.024647975777027,7.574073886174946,25.726154503639517,-2.5545084091423784,3.3133971800782573,17.705732405003047,44.63554492965736,30.21712055547828,10.471224412497492,6.68976847266689,11.431646946997832,4.995521041367169,18.045045637910786,4.63858613665626,0.5412898652982597
9.783129335318412,9.767771562187349,12.050482989000018,0.6256950008146871,0.4713226664990847,-4.827044163185723,7.55666255469036,25.61522844946421,-2.4389495759752995,3.089322075358246,17.56086150079662,45.29583361052505,30.06744233922302,10.559373660309712,6.95173257070185,11.59018241644451,4.898057082013287,18.00907889025695,4.800776502804453,0.4145955361036785
9.278712284526556,10.015255938348805,12.218344580379805,0.7719749954986604,0.4831827824271854,-4.630288754430561,7.55357750828089,25.49534204162672,-2.331370324528509,2.8777371935684863,17.41371087837428,45.94451488215621,29.90687905433031,10.647782804320723,7.20891107246522,11.75520011817274,4.790383452762535,17.982432566990305,4.96419867039741,0.2836378466041933
8.793988292376955,10.329569738571465,12.380810413037356,0.8874176622617277,0.501434537902223,-4.442516308888544,7.563572640036829,25.366815710797187,-2.23582278844114,2.6820719575356247,17.25970283784921,46.57517360744853,29.74108540807732,10.735972447734987,7.460152048621111,11.925203233497475,4.674395802316318,17.965065757331843,5.129400226095686,0.1486595077380177
8.331293985969499,10.7133106490699,12.533400890900095,0.965682518478252,0.5271874552779547,-4.272075448415789,7.584686656987179,25.229970195619888,-2.156290894828673,2.5051766221484884,17.09462406547116,47.18213200568802,29.57567002992625,10.822621425287814,7.704798621665747,12.098076906430986,4.552258320017912,17.956947012323358,5.296668810481724,0.0100961700311504
7.893870246062171,11.170100533511947,12.670962034450923,1.0010844573841593,0.5612996178715974,-4.126808423863352,7.614143099738797,25.085210608043667,-2.096418809867224,2.3491148082752678,16.91527278717832,47.7614656127016,29.41561515415897,10.905609874477468,7.942777025820854,12.271058815513918,4.426503277635496,17.958069705862933,5.465982410025559,-0.1315671462593507
7.485926186253505,11.704602377338464,12.787387245690308,0.9889564773156212,0.6043705392000969,-4.01318366601267,7.648567839303342,24.933052580888653,-2.059258278188053,2.215037921249004,16.720092311058863,48.31200411639576,29.2646224231954,10.98211112922653,8.17460343117833,12.44069126671732,4.300237685076763,17.96846994356026,5.636993251082899,-0.2759558045211343
7.112675513943546,12.322444791121772,12.87536153523825,0.9259277028139612,0.6567605894873372,-3.9356845386708255,7.684237630898489,24.774174334074026,-2.047057653967311,2.103139307309979,16.5097832073428,48.8361988176517,29.124372967441968,11.048861156789185,8.401430296230696,12.603073712719176,4.177281693179168,17.988290799884528,5.809061420614006,-0.4229878538399146
